object_id,ein,Dsc,BsnssCd,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201930749349300603,840402707,TUITION AND FEES,900099,146570947,146570947
201930749349300603,840402707,STUDENT AUXILIARY SERVICES,721000,11059356,11059356
201930749349300603,840402707,OTHER PROGRAM SERVICE REVENUE,900099,1426298,1426298
201930459349300823,222586208,Tuition and fees,611310,23672034,23672034,0,0
201930459349300823,222586208,Room,611310,3044712,3044712,0,0
201930459349300823,222586208,Board,611310,2042635,2042635,0,0
201930609349301043,930386890,INSTRUCTION,11626800,11626800
201930609349301043,930386890,HOUSING & FOODSERVICE,1721150,1721150
201930609349301043,930386890,BOOKSTORE,544286,544286
201930609349301043,930386890,OTHER STUDENT SERVICES,127240,127240
201930389349300333,931040479,CLASSES & SEMINARS,473872,473872
201930389349300333,931040479,COUNSELING,79882,79882
201930389349300333,931040479,PUBLISHING,6431,6431
201900159349300855,362167773,STUDENT TUITION AND FEES,900099,137086266,137086266
201900159349300855,362167773,STUDENT HOUSING,611710,7035192,7035192
201900159349300855,362167773,STUDENT MEAL PLANS,611710,3924431,3924431
201920089349300847,381627600,Tuition And Fees,611310,47274505,47274505,0,0
201920089349300847,381627600,Auxilliary Revenue,611710,17404868,17404868,0,0
201940549349300604,611031382,SUBCONTRACT/ENCLAVE,561300,6979731,6979731
201940549349300604,611031382,FINANCIAL AID REVENUE,561300,2068712,2068712
201940549349300604,611031382,FRESH APPROACH RESALE INCOME,561300,318622,318622
201940549349300604,611031382,SALON SALES,561300,20879,20879
201930659349300838,520591694,TUITION & FEES - UNDERGRADUATE,611600,64191281,64191281
201930659349300838,520591694,SALES/SVCS OF AUX. ENTERPRISES,721310,15285289,14497816,787473
201930659349300838,520591694,TUITION & FEES - GRADUATE,611600,7675534,7675534
201900219349300015,592961536,TUITION & FEES,611310,12974249,12974249
201900219349300015,592961536,ROOM AND BOARD FEES,611310,3524993,3524993
201900219349300015,592961536,STUDENT SERVICE FEES,611310,302051,302051
201900599349301365,640303093,Tuition and Fees,611600,8534245,8534245
201900599349301365,640303093,Sales and Services of Auxiliary Enterprises,611710,4262920,4262920
201940359349301054,231352664,Tuition and fees,900099,112720602,112720602,0,0
201940359349301054,231352664,Auxiliary enterprises,721000,22815547,22702750,112797,0
201940359349301054,231352664,Game admissions,711210,1000,1000,0,0
201900799349300340,540505922,Tuition and Fees,611310,82471146,82471146,0,0
201900799349300340,540505922,Auxiliary Services,900099,16094163,16094163,0,0
201900799349300340,540505922,Miscellaneous Income,900099,2504192,2504192,0,0
201900799349300340,540505922,Auxiliary - Catering,900099,127350,0,127350,0
201900809349300230,020222154,TUITION AND FEES,611710,8833288,8833288
201900809349300230,020222154,AUXILIARY ENTERPRISES,900099,1822173,1822173
201900809349300230,020222154,OTHER INCOME,900099,94488,94488
201900809349300240,030482006,TUITION AND FEES,611710,20781521,20781521
201900809349300240,030482006,FACULTY AND STUDENT HOUSING,531110,9298254,9298254
201900809349300240,030482006,EVENTS & TRAINING,611710,1075686,1075686
201900809349300240,030482006,MISCELLANEOUS PROGRAM REVENUE,611710,487877,487877
201900809349300240,030482006,AMU PRESS CO-PRODUCTION,511110,310,310
201930869349300613,200940772,WORKFORCE DEVELOPMENT,900099,4609038,4609038
201930869349300613,200940772,TUITION AND OTHER FEES,900099,2733594,2733594
201930869349300613,200940772,OTHER STATE AND LOCAL REVENUE,900099,1340096,1340096
201930869349300613,200940772,SCHOLARSHIPS,900099,544039,544039
201930869349300613,200940772,CUSTOMER SERVICE FEES,900099,160433,160433
201930869349300133,930386858,TUITION AND FEES,611600,139251238,139251238
201930869349300133,930386858,AUXILIARY SERVICES,900099,19333540,19333540
201930869349300133,930386858,CONTRACTS/EXCHANGE TRANSACTIONS,900099,1522413,1522413
201910919349300316,231352621,Gross tuition,611710,78240331,78240331,0,0
201910919349300316,231352621,Room and Board,721310,19412114,19412114,0,0
201910919349300316,231352621,Other Auxiliary Services,532000,4588514,2749614,1838900,0
201910919349300316,231352621,Public Service Fees,611710,1990621,1990621,0,0
201910919349300316,231352621,Tri-College Programs,611710,1765311,1765311,0,0
201910889349300616,042111203,Tuition and fees,611310,124458580,124458580,0,0
201910889349300616,042111203,Housing,721310,8730393,8730393,0,0
201910889349300616,042111203,Food Services,722310,5423874,5423874,0,0
201910889349300616,042111203,Geographic Software,443120,340756,340756,0,0
201910889349300616,042111203,Campus Store,453000,214567,214567,0,0
201930529349300968,620570060,Auxiliary Enterprises,611710,7029025,7029025
201930529349300968,620570060,Student tuition and fees,611710,15192939,15192939
201920319349300137,030179299,FEES,588782,588782
201920319349300137,030179299,ROOM AND BOARD,4215635,4215635
201920319349300137,030179299,TUITION,17468243,17468243
201920119349300102,131916574,TUITION & FEES,611310,24775482,24775482
201920119349300102,131916574,HOUSING/FOOD REVENUES,721000,1299181,1299181
201920119349300102,131916574,CLINIC REVENUES,621400,754887,754887
201920119349300102,131916574,ATHLETIC CENTER,713940,159967,159967
201920119349300102,131916574,ADVERTISING INCOME,541800,28250,0,28250
201920919349300307,340714687,STUDENT TUITION,611710,64221600,64221600
201920919349300307,340714687,DORMITORIES,611710,7351608,7351608
201920919349300307,340714687,FOOD SERVICE,611710,4682474,4682474
201920919349300307,340714687,BOOK STORE SALES,451110,1153746,1034609,119137
201920919349300307,340714687,RENTAL/HOUSING,611710,116019,116019
201900889349300810,370673484,TUITION & FEES,611310,7752576,7752576
201900889349300810,370673484,ROOM & OTHER SERVICES,611310,1794633,1794633
201900889349300810,370673484,OTHER PROGRAM SERVICE REVENUE,611310,354510,354510
201900889349300810,370673484,CAMPUS BOOKSTORE SALES,611310,280036,280036
201930659349300228,510109178,STUDENT TUITION & FEES,611310,35587142,35587142
201930659349300228,510109178,RESIDENCE HALL FEES,721000,1721094,1721094
201930659349300228,510109178,FOOD SERVICE REVENUE,611710,168114,168114
201930659349300228,510109178,CAMPUS STORE REVENUE,451211,35649,35649
201930659349300333,350868096,STUDENT FEES AND TUITION,611600,39319329,39319329
201930659349300333,350868096,DINING HALL/SNACKS,611600,3880579,3880579
201930659349300333,350868096,RESIDENCES,611600,5120080,5120080
201930659349300333,350868096,COLLEGE STORE,611600,47123,47123
201930659349300333,350868096,SUMMER CONFERENCES,611600,163943,163943
201930949349301228,580633971,PERFORMANCE ARTS TICKETS,711190,12535763,12535763
201930949349301228,580633971,EDUC. PROGRAMS FEES,711190,2024000,2024000
201930949349301228,580633971,PARKING REVENUE,711190,1758006,1741779,16227
201930949349301228,580633971,MUSEUM EXHIBITIONS,711190,1825975,1825975
201930949349301228,580633971,OTHER ASO CONCERT RELATED,711190,728563,728563
201900509349300600,750827421,Tuition and Fees,611710,20660795,20660795
201900509349300600,750827421,Housing,721310,2622749,2622749
201900509349300600,750827421,Educational Activities,611710,357503,357503
201900509349300600,750827421,Bibliotheca Sacra,611710,114907,114907
201920159349300102,620535755,TUITION AND FEES,611710,29007442,29007442
201920159349300102,620535755,AUXILIARY ENTERPRISES,611710,4277708,4277708
201920159349300102,620535755,STUDENT HOUSING,611710,364659,364659
201920159349300102,620535755,SUMMER CAMPS,611710,322149,322149
201920159349300102,620535755,OTHER INCOME,611710,266658,64071,202587
201940459349300519,340868798,TUITION AND FEES,611310,62305089,62305089
201940459349300519,340868798,SALES/SERVICE AUXILIARY,611310,12429347,12429347
201910749349300116,941021164,Student Tuition & Fees,900099,73414400,73414400
201910749349300116,941021164,Auxiliary Services,900099,7474293,7474293
201910749349300116,941021164,Other Program Service,900099,18439,18439
201930959349300208,560529953,TUITION AND FEES,611310,17534530,17534530
201930959349300208,560529953,ROOM & BOARD,611310,5601018,5601018
201930959349300208,560529953,OTHER INCOME,611310,1052273,1052273
201930959349300208,560529953,COMMUNITY OUTREACH,611310,396371,396371
201930959349300628,042103585,TUITION & FEES,611310,61114640,61114640
201930959349300628,042103585,ROOM & BOARD,611310,18797839,18797839
201930959349300628,042103585,MGMT FEE/RENT FROM TAX-EXEMPT AFF,561499,2103630,2103630
201930959349300628,042103585,COLLABORATIONS WITH COLLEGES,611710,1731204,1731204
201930959349300628,042103585,CONNECTED LEARNING/ED.,611710,1723048,1723048
201930979349300603,620485733,TUITION AND FEES,611710,140626536,140626536
201930979349300603,620485733,AUXILIARY REVENUE,611710,20785410,20785410
201930979349300603,620485733,MISCELLANEOUS INCOME,611710,7901589,7901589
201900799349300125,941712371,Training Revenue,611710,12451,12451
201930329349300928,370681530,Tuition and fees,900099,24937272,24937272
201930329349300928,370681530,Auxiliary enterprises,900099,5787146,5787146
201930329349300928,370681530,Other program revenue,900099,351289,313931,37358
201930329349300928,370681530,Sports training ctr,713940,23945,23945
201930329349300928,370681530,Print shop,900099,16776,16776
201931009349300028,800477644,Tuition & Fees,611310,9358901,9358901
201931009349300028,800477644,Other School Revenue,611310,3921,3921
201900079349300305,350868101,TUITION AND FEES,611710,26517095,26517095
201900079349300305,350868101,FOOD SERVICE,611710,2476132,2476132
201900079349300305,350868101,RESIDENCE HALLS,611710,2702620,2702620
201900079349300305,350868101,OTHER PROGRAM,611710,450104,450104
201900079349300305,350868101,SALES & SERVICE OF EDUCATIONAL DEPARTMENT,611710,31483,31483
201940159349301154,060647016,TUITION AND FEES,611600,1379628,1379628
201940159349301154,060647016,RESEARCH AND GRANTS,611600,78243,78243
201940159349301154,060647016,SCHOLARLY JOURNALS,611600,66752,66752
201910919349300006,540505977,TUITION AND FEES,611710,108266577,107711968,554609
201910919349300006,540505977,AUXILIARY SERVICES,611710,23937218,23937218
201910919349300006,540505977,OTHER MISCELLANEOUS INCOME,611710,1062526,956905,105621
201930639349300998,956002998,STUDENT TUITION & FEES,611710,54309032,54309032
201930639349300998,956002998,AUXILIARY ENTERPRISES,611710,9261206,9261206
201930639349300998,956002998,SUPPORT SERVICES - OTHER,611710,1027331,1027331
201900919349300850,160755807,TUITION,611600,94721095,94721095
201900919349300850,160755807,ROOM AND BOARD,611600,15563422,15563422
201900919349300850,160755807,AUXILIARY ENTERPRISES,611710,3235601,3235601
201900919349300850,160755807,EDUCATIONAL SALES,611710,132609,132609
201803179349304965,042702102,TUITION AND FEES,611600,5507066,5507066
201910939349300726,411365561,TUITION,611600,122043,122043
201900849349300635,344431169,TUITION AND FEES,611710,112157379,112157379
201900849349300635,344431169,DORMITORIES,721310,5929801,5929801
201900849349300635,344431169,DINING HALLS,722210,4600081,4600081
201900849349300635,344431169,MISCELLANEOUS AUXILIARY,611710,2592113,2473687,118426
201900849349300635,344431169,CAMPUS STORE,451211,2625971,2625971
201930679349301138,390833608,Tuition & Fees,611310,134628909,134628909,0,0
201930679349301138,390833608,Residence Hall Fees,611310,13109856,13109856,0,0
201930679349301138,390833608,Food Service Fees,611310,4411157,4411157,0,0
201930679349301138,390833608,Other-Auxiliary,611310,512883,512883,0,0
201910329349301231,751081109,TUITION AND FEES,611710,49540850,49540850
201910329349301231,751081109,AUXILIARY,611710,8771399,8771399
201910329349301231,751081109,MISCELLANEOUS,611710,792359,792359
201930299349300218,042108346,TUITION & FEES,611310,59779152,59779152
201930299349300218,042108346,AUXILIARY ENTERPRISES,611710,11317934,11317934
201930299349300218,042108346,STUDENT ACTIVITIES,611710,180543,180543
201930299349300218,042108346,EDUCATIONAL SERVICES,611710,107936,107936
201940999349300919,350868086,Tuition and Fees,611600,29338128,29338128
201940999349300919,350868086,Auxiliary Enterprises,611600,6090724,6090724
201940999349300919,350868086,Camps & Conferences-Room,721310,21515,16300,5215
201940999349300919,350868086,Camps & Conferences-Catering,722320,91956,64602,27354
201940999349300919,350868086,Bookstore,451211,20113,20113
201930749349301253,941339635,Tuition,611600,18270603,18270603
201930749349301253,941339635,Residence housing,611600,2221711,2221711
201930749349301253,941339635,Other,611600,1058731,1058731
201833179349306403,420681049,TUITION & FEES,611600,41372971,41372971
201833179349306403,420681049,DORM & DINING HALL,611710,7512876,7512876
201833179349306403,420681049,FINANCIAL AID FEES,611710,31281,31281
201921009349300802,951684793,Tuition,611310,56864832,56864832,0,0
201921009349300802,951684793,Auxiliary Enterprises,611310,17108160,17108160,0,0
201940999349300529,560529999,STUDENT TUITION AND FEES,611710,165132082,165132082,0,0
201940999349300529,560529999,RESIDENCE HALL FEES,721310,40476505,40476505,0,0
201940999349300529,560529999,CAFETERIA / MEALS,722210,28433969,28433969,0,0
201940999349300529,560529999,INTERCOLLEGIATE ATHLETICS,611710,774349,774349,0,0
201940999349300529,560529999,BOOKSTORE,611710,345035,345035,0,0
201900929349300835,250965430,Tuition & Fees,611310,104508095,104508095,0,0
201900929349300835,250965430,Auxilliary Services,611310,22837694,22837694,0,0
201900929349300835,250965430,Government Grants & Contracts,611310,1201248,1201248,0,0
201900929349300835,250965430,Other Educational Related,611310,1134510,1134510,0,0
201940149349300984,610660795,TUITION & FEES,611600,14075194,14075194
201940149349300984,610660795,AUXILIARY INCOME,611600,2267892,2267892
201940149349300984,610660795,MISC STUDENT SERVICES,611600,162246,162246
201940149349300984,610660795,STUDENT LOAN INTEREST,611600,19233,19233
201920929349300012,541743079,STUDENT TUITION & FEES,2849345,2849345
201900929349300865,240795495,TUITION AND FEES,611310,181529885,181529885
201900929349300865,240795495,AUXILIARY ENTERPRISES,721310,37983251,37983251
201900929349300910,390808497,TUITION AND FEES,812900,61084974,61084974
201900929349300910,390808497,"ROOM, BOARD, & OTHER",812900,9468928,9468928
201900919349300525,231627436,TUITION AND FEES,812900,19725098,19725098
201900919349300420,410693979,TUITION & FEES,611600,140958766,140958766
201900919349300420,410693979,AUXILIARY SALES AND SERVICES,611600,29418592,857527,359390,28201675
201900919349300420,410693979,OTHER,611600,3052185,2810706,241479
201920849349300032,390806154,STUDENT TUITION,611600,27436377,27436377
201920849349300032,390806154,AUXILIARY ENTERPRISES,722320,1832482,1832482
201920849349300032,390806154,INTEREST ON TUITION RECEIVABLES,611600,137021,137021
201920849349300032,390806154,MMC COMMUNITY RENTAL,611600,11400,11400
201920849349300032,390806154,DEPARTMENT REVENUE,900099,6433,6433
201930859349300928,131740445,TUITION & FEES,900099,57215820,57215820
201930859349300928,131740445,ROOM & BOARD,900099,8800284,8800284
201910889349300401,231352641,TUITION AND FEES,900099,134824680,134824680
201910889349300401,231352641,AUXILIARY SERVICES,900099,33493504,33493504
201910889349300401,231352641,CONFERENCES AND CONVENTIONS,611710,847689,847689
201910889349300401,231352641,THEATER,711110,598133,250001,348132
201901019349300135,620465076,Tuition and Fees - Instruction,611710,262476887,262476887
201901019349300135,620465076,Residence Halls - Student Services,611710,22491795,22491795
201901019349300135,620465076,BOOKSTORE SALES,451211,4892508,4892508
201901019349300135,620465076,Conferences/seminars/workshops,611710,4198108,4198108
201901019349300135,620465076,Study Abroad - Instruction,611710,4440402,4440402
201940179349300129,620599339,TUITION & FEES,611310,30587549,30587549
201940179349300129,620599339,STUDENT ROOM AND BOARD,611310,4618307,4618307
201940179349300129,620599339,AUXILIARY ENTERPRISES,611310,468886,468886
201940179349300129,620599339,"SUMMER CAMP, PROFESSIONAL WORKSHO",611310,340319,340319
201910959349301001,560530242,TUITION AND FEES,900099,63085268,63085268
201910959349301001,560530242,"HOUSING, DINING & OTHER",900099,8961810,8961810
201910959349301001,560530242,WORKSHOPS & OTHER FEES,900099,1253654,1253654
201920169349300722,233069199,CONTINUING EDUCATION,900099,5530769,5530769
201920169349300722,233069199,TUITION AND FEES,611600,679938,679938
201920169349300722,233069199,SUPPORT SERVICES FEES,900099,521520,521520
201920949349300927,520591661,TUITION & FEES,611600,96222429,96222429
201920949349300927,520591661,DORMITORIES,611710,9564907,9564907
201920949349300927,520591661,AUXILIARY ENTERPRISES,611710,3299357,3188343,111014
201920949349300927,520591661,BOOKSTORE,611710,918911,918911
201920959349300347,370711798,SCHOOL OF UNDERGRADUATE STUDIES,611000,3504596,3504596
201920959349300347,370711798,AUXILIARY,611000,1991658,1991658
201920959349300347,370711798,NON-TRADITIONAL EDUCATION,611000,1872253,1872253
201920959349300347,370711798,SEMINARY,611000,1341363,1341363
201920959349300347,370711798,CAMPUS EVENTS,611710,131297,131297
201900709349300125,340714629,TUITION AND FEES,616000,107764524,107764524
201900709349300125,340714629,STUDENT RESIDENCE HALLS,611710,8483531,8483531
201900709349300125,340714629,SPONSORED PROGRAMS AND RESEARCH,616000,832977,832977
201900709349300125,340714629,CONCERT AND THEATRE TICKETS,711210,79982,79982
201900709349300125,340714629,ATHLETIC TICKETS,711210,14031,14031
201900779349300880,166031585,Tuition and Fees,611600,14740935,14740935,0,0
201900779349300880,166031585,Housing,721000,1194406,0,0,1194406
201900779349300880,166031585,Government Agency,561000,13625,13625,0,0
201920439349300852,112157078,AUXILIARY ENTERPRISES,531110,2040,2040
201920999349300147,314379515,COMMISSION & SUMMER CAMP REVENUE,713990,133864,94295,39569
201920999349300147,314379515,TUITION & FEES,900099,39843113,39843113
201920999349300147,314379515,DORMITORIES,900099,4888687,4888687
201920999349300147,314379515,FOOD SERVICE,900099,4298354,4298354
201920999349300147,314379515,SCHEDULING INCOME,900099,4680,4680
201910299349301411,820309302,TUITION,611310,1364541,1364541
201910299349301411,820309302,AUXILIARY,611710,435146,435146
201910299349301411,820309302,STUDENT SERVICES,611710,66466,66466
201910309349300731,731303821,TUITION AND FEES,611600,748294,748294
201900109349301920,420681046,TUITION & FEES,611600,38479605,38479605
201900109349301920,420681046,AUXILARY SERVICE,611710,5327416,5327416
201900109349301920,420681046,MISCELLANEOUS,611710,1759446,1759446
201900109349301920,420681046,FEES & ASSESSMENTS,611710,176526,176526
201900109349301920,420681046,STUDENT FEES,611710,22110,22110
201920869349300407,363657734,Project Income,611430
201901019349300965,240795441,TUITION AND FEES,611310,28523238,28523238
201901019349300965,240795441,ROOM AND BOARD,721000,4407067,4407067
201901019349300965,240795441,SUMMER AND WEEKENDER,611710,1294211,1294211
201901019349300965,240795441,BOOK STORE COMMISSION,611710,51353,51353
201901019349300960,410693968,TUITION FEES,611600,18912765,18912765
201901019349300960,410693968,AUXILIARY ENTERPRISES,611710,3645990,3645990
201901019349300960,410693968,OTHER STUDENT FEES,532000,224137,74648,149489
201900849349301455,942356338,CONFERENCES & SEMINARS,611600,273048,273048
201900849349301455,942356338,TUITION & FEES,611600,128577,128577
201900849349301455,942356338,DORMITORY,531110,43520,43520
201900849349301455,942356338,STUDENT SERVCIES,611600,24316,24316
201900849349301455,942356338,RAPHAEL GARDEN,531110,6708,6708
201910869349300216,756001300,TUITION AND FEES,611710,103047754,103047754
201910869349300216,756001300,DORMITORY INCOME,611710,7715729,7715729
201910869349300216,756001300,DINING HALL INCOME,611710,3517398,3517398
201910869349300216,756001300,ATHLETIC PROGRAMS,611710,418981,418981
201910869349300216,756001300,MISSION TRIPS,611710,381556,381556
201910529349300116,231352692,TUITION AND FEES,611710,18514659,18514659
201910529349300116,231352692,ROOM AND BOARD,611710,3466728,3466728
201910529349300116,231352692,BOOKSTORE,611710,90719,90719
201910529349300116,231352692,STABLE OPERATIONS,611710,64074,62646,1428
201910529349300116,231352692,CAFE,611710,50218,50218
201900939349300820,540646523,TUITION & FEES,611600,14092844,14092844
201900939349300820,540646523,HOUSING & AUX ENTERP.,611600,2037861,2037861
201900939349300820,540646523,SPECIAL PROGRAMS,611600,334998,334998
201900939349300820,540646523,TRAVEL STUDY,611600,163825,163825
201910929349300631,951643992,TUITION AND FEES,611710,424015581,424015581
201910929349300631,951643992,STUDENT HOUSING AND MEAL PLANS,611710,34147196,34147196
201910929349300631,951643992,FACILITIES/CONFERENCES,531390,1656834,1656834
201910929349300631,951643992,STUDENT FEES,611710,1461853,1461853
201910929349300631,951643992,STUDENT GOVERNMENT FEES,611710,902995,902995
201920859349300327,560556753,TUITION AND FEES,611710,62307705,62307705
201920859349300327,560556753,AUXILIARY SERVICES,611710,10516275,10516275
201900989349300705,420680408,Tuition and fees,611310,27011875,27011875
201900989349300705,420680408,Auxiliary enterprises,611710,4271438,4271438
201900989349300705,420680408,Conferences & events,611710,142025,142025
201900849349301450,160743942,TUITION & FEES,611710,100113979,99844180,269799
201900849349301450,160743942,RESIDENCE HALL - RM & BO,611710,13437613,13437613
201900849349301450,160743942,FOOD SERVICE/ATHLECTICS/BOOKSTORE,611710,2279198,2279198
201930929349300113,381308480,TUITION AND FEES,611600,25292132,25292132
201930929349300113,381308480,BOOKSTORE COMMISSIONS,611600,114852,114852
201930929349300113,381308480,LIBRARY REVENUE,611600,494,494
201833259349300803,251186257,TUITION,611600,3046922,3046922
201920529349300302,390988997,Student Tuition,611110,2974986,2974986
201920529349300302,390988997,Resident Care,623990,568694,568694
201920529349300302,390988997,Resident Activities,623990,81919,81919
201920529349300407,580568687,TUITION,611600,3861738,3861738
201920529349300407,580568687,ROOM AND BOARD,611600,1915416,1915416
201920529349300407,580568687,OTHER,611600,97886,97886
201901009349300730,900394713,Tuition & Fee Revenue,611310,59804756,59804756
201901009349300730,900394713,Other School Revenue,611310,257687,257687
201901009349300800,942155109,Student Tuition/Fees,611310,14020995,14020995
201901009349300800,942155109,Other School Revenue,611310,1226740,1226740
201940949349300339,042271070,TUITION AND FEES,611600,15937864,15937864
201940949349300339,042271070,HOUSING REVENUES,611600,242225,242225
201910599349300706,344427516,STUDENT TUITION & FEES,611600,51730304,51730304
201910599349300706,344427516,RESIDENCE HALL,611600,5451990,5451990
201910599349300706,344427516,LICENSE/ROYALTY,611600,235826,235826
201910599349300706,344427516,OTHER INCOME,611600,2189689,2189689
201930859349300728,620475690,Tuition fees,611600,9398365,9398365
201930859349300728,620475690,Sales and services of auxiliary enterprises,611710,2606813,2606813
201930869349300018,581216007,TUITION AND FEES,611710,62303782,62303782
201930869349300018,581216007,AUXILIARY ENTERPRISES,611710,4234940,4234940
201930869349300018,581216007,CLINICAL RECEIPTS,611710,136814,136814
201920539349301007,131740469,TUITION AND FEES,900099,76396644,76396644
201920539349301007,131740469,ROOM & BOARD (AUXILIARY ENT),900099,15408974,15335910,73064
201920589349300232,250965212,TUITION AND FEES,611710,79868867,79868867
201920589349300232,250965212,AUXILIARY REVENUE,611710,21373259,21373259
201900389349300330,521010577,TUITION,611600,15006926,15006926
201900389349300330,521010577,STUDENT CLINIC,611600,380505,380505
201900389349300330,521010577,PATIENT FEES,900099,192926,192926
201930369349300113,131628149,Tuition and Fees,900099,131461684,131461684,0,0
201930369349300113,131628149,Auxiliary enterprises,900099,37468182,37468182,0,0
201930369349300113,131628149,Toddler Center,900099,308961,308961,0,0
201910089349301006,566061483,TUITION AND FEES,611600,403148,403148
201940949349300419,570324906,Student instruction,611710,72177358,72177358
201940949349300419,570324906,Auxiliary enterprises,611710,12724007,12724007
201930949349300733,570474291,Tuition and Fees,611710,73414920,73414920
201930949349300733,570474291,Auxiliary Services,611710,11959749,11959749
201930949349300733,570474291,Student Services,611710,3809782,3809782
201930949349300733,570474291,Int on Student Loans,611710,60085,60085
201910679349300516,208384273,TUITION,900099,8641213,8641213
201910679349300516,208384273,RENTAL INCOME,531190,842148,842148
201910679349300516,208384273,AUXILIARY ENTERPRISES,900099,714731,714731
201910679349300516,208384273,BOOKSTORE,451211,61226,61226
201910679349300516,208384273,OTHER REVENUE,900099,28766,28766
201911009349300226,952592468,Tuition & Fee Revenue,611310,2991228,2991228
201911009349300226,952592468,Other School Revenue,900099,1231,1231
201911009349300326,042037931,TUITION,611600,546663,546663
201920639349300507,480777079,Tuition and Fees,611600,52745053,52745053
201920639349300507,480777079,Room and Board,611600,14824288,14824288
201920639349300507,480777079,Student Activities,611710,885557,885557
201920639349300507,480777079,Athletic Income,611710,236005,236005
201920379349300432,420680460,STUDENT TUITION & FEES,611710,150321623,150321623
201920379349300432,420680460,CONTRACT MEALS - FOOD,722100,8306053,8306053
201920379349300432,420680460,CONTRACT INCOME - RES,721310,7881823,7881823
201920379349300432,420680460,SPORTS INCOME,711210,5244323,5244323
201920379349300432,420680460,PARKING FEES,812930,468764,468764
201910099349300526,386080947,AUXILLIARY SERVICES,900099,661605,661605
201910099349300526,386080947,TUITION AND FEES,611600,651767,651767
201910099349300526,386080947,MISCELLANEOUS,611600,127173,127173
201940719349300979,952962604,TUITION AND FEES,611310,136167136,136167136
201940719349300979,952962604,RESIDENT HALLS,721000,12013566,12013566
201940719349300979,952962604,CAFETERIA,611310,5299098,5299098
201940719349300979,952962604,AUXILIARY INCOME,722210,1831212,1831212
201940719349300979,952962604,EDUCATIONAL PROGRAMS,611310,1337318,1337318
201910729349300631,530196549,STUDENT TUITION & FEES,611710,557603988,557603988
201910729349300631,530196549,AUXILIARY SERVICES,713940,79593213,79593213
201910729349300631,530196549,RESEARCH/TRAINING CONTRACTS,611430,18567956,18567956
201910729349300631,530196549,PUBLIC RADIO STATION,611710,23627589,23627589
