object_id,ein,Dsc,BsnssCd,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
202041059349300414,420680404,TUITION & FEES,611600,37462035,37462035
202041059349300414,420680404,SALES AND SERVICE AUXILIARY,611710,5803363,5803363
202041059349300414,420680404,SALES AND SERVICE EDUCATION,611710,59355,59355
202041059349300414,420680404,PARKING,611710,48845,48845
202041059349300924,363005527,Tuition and Fee Revenue,611310,30949119,30949119
202041059349300924,363005527,Other School Revenue,611310,59891,59891
202001279349300320,580566116,Tuition & Fee Income,611600,40495000,40495000
202001279349300320,580566116,Auxiliary Enterprises,611710,11689836,11135252,554584
202001279349300320,580566116,Research grants/Colleg,611710,167135,167135
202001279349300320,580566116,Departmental Income,611600,5475,5475
202003509349300130,470418641,TUITION & FEES,611600,8184551,8184551
202033189349301553,160743126,TUITION AND FEES,611310,43931087,43931087
202033189349301553,160743126,SALES & SERVICES OF AUXILIARY ENTERPRISES,611310,3763154,3763154
202033189349301553,160743126,OTHER PROGRAM REVENUE,611310,623223,623223
202131379349309148,450314233,TUITION & FEES,3229239,3229239
202131379349309148,450314233,BOOKS & OTHER SALES,612285,612285
202041059349301334,260152908,TUITION AND FEES,611710,113111054,113111054
202041059349301334,260152908,OTHER TUITION ASSISTANCE,611710,1077978,1077978
202041059349301334,260152908,AUXILIARY REVENUE,721110,164779,164779
202041059349301334,260152908,STUDENT INTEREST & FEES,611710,79805,79805
202041969349300214,042103552,TUITION & FEES,611710,274420900,274420900
202041969349300214,042103552,SPONSORED PROGRAMS,611710,54292946,54292946
202041969349300214,042103552,AUXILIARY SERVICES,721000,43370952,43137778,101284,131890
202041969349300214,042103552,BRANDEIS NATIONAL COMMITTEE,611710,1466474,1466474
202041969349300214,042103552,FOSTER BIO LAB,611710,122641,122641
202041969349300229,042104230,RESEARCH,541700,1569978,1569978,0,0
202041969349300229,042104230,DENTAL SERVICES,621400,1129339,399442,729897,0
202041969349300229,042104230,FESC RESEARCH CENTER,541700,1396918,1396918,0,0
202041969349301239,042103637,STUDENT TUITION AND FEES,900099,128440590,128440590
202041969349301239,042103637,STUDENT ROOM AND BOARD,900099,35549488,35549488
202041969349301239,042103637,WELLESLEY CENTER FOR WOMEN ACTIVITIES,900099,1593000,1593000
202021359349303207,540714277,TUITION AND FEES,531120,3291738,0,0
202021359349303217,411968798,CONSORTIUM FEES,611710,370750,370750
202021359349303217,411968798,SERVICE FEES,611710,174600,174600
202003219349318875,841567873,Training Income,6015,6015
202121339349301872,480623882,Tuition and Fees,611600,2421041,2421041
202111349349303906,560530005,TUITION AND FEES,611710,16547270,16547270
202111349349303906,560530005,HOUSING REVENUE,611710,2473831,2473831
202111349349303906,560530005,FOOD SERVICES,611710,2012790,2012790
202111349349304581,340877803,STUDENT FEES,487159,487159
202021329349302097,250965601,TUITION AND FEES,900099,64186003,64186003
202021329349302097,250965601,STUDENT SERVICES,900099,16795110,16795110
202021329349302097,250965601,AUXILIARY PROGRAM SERVICES,900099,1241211,1204342,36869
202021329349302117,540506306,TUITION,611310,63609829,63609829
202021329349302117,540506306,RESIDENCE HALLS AND FACILITIES,721000,10450435,10446996,3439
202021329349302117,540506306,DINING SERVICES AND CONFERENCES,722212,9063203,9063203
202021329349302117,540506306,COLLEGE STORE,453000,18510,18510
202021329349302402,381673400,TUITION AND FEES,611600,11665323,11665323
202021329349302402,381673400,AUXILIARY ENTERPRISES,611710,1134541,1134541
202140699349301559,930461940,TUITION AND FEES,611600,13727801,13727801
202140699349301559,930461940,CLINIC,621400,1624325,1624325
202121019349300307,231352674,ACADEMIC SERV - TUITION,611310,251411819,251411819
202121019349300307,231352674,CAFETERIA & DORMIT,531110,26184755,25625054,559701
202121019349300307,231352674,ATHLETICS,541800,2359513,2087107,272406
202100849349300305,231352620,Tuition and Fees,611310,108235000,108235000,0,0
202100849349300305,231352620,Room and Board,611310,10674000,10674000,0,0
202100849349300305,231352620,International Programs,611310,36458000,36458000,0,0
202100849349300905,591023117,Student Tuition and related fees,611710,99665610,99665610
202100849349300905,591023117,"Residence hall, room and board fees",611710,14046641,14046641
202100849349300905,591023117,Camp fees,900099,1407384,1407384
202100849349300905,591023117,Campus store sales,451211,345112,345112
202100849349300905,591023117,Student activity income,611710,373438,373438
202023309349300032,650216638,TUITION AND FEES,611600,469748446,469748446
202023309349300032,650216638,EDUCATIONAL ACTIVITIES,611600,40901060,40901060
202023309349300032,650216638,ROOM & BOARD,611600,5078396,5078396
202023309349300032,650216638,AUXILARY ACTIVITIES,611600,3972318,3972318
202021979349301962,550357072,TUITION AND FEES,611600,24760479,24760479
202021979349301962,550357072,AUXILIARY SERVICES,541800,6547488,6547488
202021979349302142,060761704,TUITION,611600,219594086,219594086
202021979349302142,060761704,RESIDENCE FEES,721310,28086633,28086633
202021979349302142,060761704,DINING FEES,722320,13085768,13085768
202021979349302142,060761704,INTERNATIONAL PROGRAMS,611710,8393824,8393824
202021979349302142,060761704,COMMISSIONS,900099,307686,307686
202031779349301703,131632522,STUDENT TUITION AND FEES,611600,12593135,12593135
202031779349301703,131632522,RESIDENCY LECTURE,611600,1108452,1108452
202031779349301703,131632522,CLINIC SERVICE,621400,685666,685666
202031779349301703,131632522,RESIDENCY PROGRAM,611600,501467,501467
202031779349301703,131632522,CONTINUING EDUCATION,611600,153695,153695
202023019349301807,840600653,PROGRAM SERVICE REVENUE,531390,80822,80822
202033189349308558,463683453,PROGRAM SERVICES,611110,496574,496574
202013189349303356,710236867,STUDENT TUITION AND FEES,611310,21914663,21914663
202013189349303356,710236867,RESIDENCE HALLS REVENUE,611710,2103812,2103812
202013189349303356,710236867,AUXILIARY INCOME,611710,2071324,2071324
202041119349300514,430662529,ANCILLARY OPERATIONS,611710,355734,355734
202041119349300514,430662529,AUXILIARY ENTERPRISES,611710,9211335,9211335
202041119349300514,430662529,TUITION AND FEES,611600,147076942,147076942
202001339349303270,951667177,TUITION AND FEES,900099,109809142,109809142
202001339349303270,951667177,ROOM AND BOARD,900099,25442864,25442864
202001339349303270,951667177,CONFERENCES AND EVENTS,900099,1434890,880608,554282
202001339349303270,951667177,BOOKSTORE,900099,877388,877388
202001339349303270,951667177,FOOD SERVICE,900099,342597,212128,130469
202140999349300814,461001797,TUITION,611600,185501,185501
202140999349301114,520591661,TUITION & FEES,611600,105612663,105612663
202140999349301114,520591661,DORMITORIES,611710,8347229,8347229
202140999349301114,520591661,AUXILIARY ENTERPRISES,611710,2699619,2650117,49502
202140999349301114,520591661,BOOKSTORE,611710,758828,758828
202131379349308773,060646936,TUITION AND FEES,611310,115294254,115294254
202131379349308773,060646936,RESIDENCE & MEALS,721000,10024705,10024705
202131379349308773,060646936,OTHER PROGRAM FEES & REVENUES,611710,2170108,2170108
202121339349303267,381624684,"Dormitories, Dining Hall",6362575,6362575
202121339349303267,381624684,Fees From Special Program,900999,431184,431184
202121339349303267,381624684,"Hotel, Meet Rooms, Banq",452241,241645,210596
202121339349303267,381624684,Tuition and Fees,900099,51078862,51078862
202121339349303267,381624684,"Vending, Student Ctr, Etc",490333,490333
202121339349306502,660350945,GROSS TUITION AND FEES,5520543,5520543
202121339349306662,232215278,TUITION,900099,6546702,6546702
202121339349306662,232215278,APARTMENT RENT,531110,466679,466679
202121339349306662,232215278,TUITION-BASED FEES,900099,6941,6941
202011969349305526,590668483,Tuition & Fees gross of student aid,611310,18108848,18108848,0,0
202011969349305526,590668483,Auxiliary Enterprises,611310,5574439,5574439,0,0
202031969349303968,760690847,TUITION AND FEES,611600,2091792,2091792
202120919349301707,610444708,TUITION AND FEES,900099,21817003,21817003
202120919349301707,610444708,AUXILIARY,722210,2609131,110683,2498448
202120919349301707,610444708,CAFETERIA SALES,722320,45990,45990
202033219349315688,251065148,ACADEMIC TUITION/FEES,611600,41879470,41879470
202033219349315688,251065148,ROOM AND BOARD FEES,611710,17340461,17340461
202033219349315688,251065148,BOOKSTORE,611710,1030286,1030286
202002759349301235,020309681,"TUITION, ROOM, & BOARD - NET",611600,2359259,2359259
202002759349301235,020309681,SUMMER PROGRAM,611600,9151,9151
202033289349300533,822571598,TUITION & FEES,611600,57218,57218
202033289349300533,822571598,BOOKS,611600,231,231
202021979349302682,570314390,Student Tuition & Fees,611710,21025500,21025500
202021979349302682,570314390,Auxiliary Enterprises,611710,6007688,6007688
202021979349302682,570314390,Bookstore,611710,223842,223842
202031819349301673,460224600,Tuition and Fees,611600,24304016,24304016
202031819349301673,460224600,Student Housing,611600,2307374,2307374
202031819349301673,460224600,Food Service,611600,1371694,1371694
202031819349301673,460224600,Other Income,541800,465023,411874,53149
202012879349300626,020344073,TUITION AND FEES,611310,2100009,2100009
202012879349300626,020344073,ROOM AND BOARD,611310,803950,803950
202012879349300626,020344073,MISCELLANEOUS,611310,40573,40573
202110609349300911,272017442,PATIENT REVENUE,621300,1172877,1172877
202130279349300503,030214106,Auxilliary Enterprises,7650,7650
202130279349300503,030214106,Program Support Revenue,36369,36369
202130279349300503,030214106,Tuition & fees
202043189349304149,470724387,TUITION & FEES,611600,18636275,18636275
202043189349304149,470724387,WORKSHOPS,611710,1608855,1608855
202043189349304149,470724387,STUDENT DORMS,611710,662698,662698
202041139349301229,630288878,Tuition Fees,611710,68369325,68369325
202041139349301229,630288878,Room Board,611710,14222078,14222078
202041139349301229,630288878,Campus Activities,611710,1898673,1898673
202041139349301229,630288878,Rental Income,531110,334631,334631
202041139349301229,630288878,Kellogg,721110,783385,783385
202041759349300209,221815636,Tuition and Fees,611210,32623745,0,0
202041759349300209,221815636,Auxiliary Services,611210,1912214,0,0
202041769349300729,560547498,TUITION AND FEES,611310,23880156,23880156
202041769349300729,560547498,AUXILIARY SERVICES,611710,7785455,7785455
202041769349300729,560547498,MISCELLANEOUS PROGRAM,611710,547457,547457
202042899349300944,621504678,TUITION AND FEES,611710,3645216,3645216
202042899349300944,621504678,AUXILIARY ENTERPRISES,611710,1473292,1473292
202042899349300944,621504678,OTHER INCOME,611710,396296,396296
202042899349300944,621504678,COLLEGE BOOKSTORE SALE,611710,236913,236913
202130639349300633,660362666,TUITION AND FEES,611110,35603790,0,0
202111279349302196,161532850,"Graduate, UG, & Non-Credit Bearing Tuition",611310,60074801,60074801,0,0
202111279349302196,161532850,Examination Fees,611310,6240363,6240363,0,0
202111279349302196,161532850,Enrollment Related Fees,611310,7172526,7172526,0,0
202111279349301021,480543715,NET TUITION AND FEES,611600,23418423,23418423
202111279349301021,480543715,AUXILIARY ENTERPRISES,611710,3183891,3183891
202111279349301021,480543715,OTHER INCOME,611710,810520,810520
202101309349302485,542116256,FEES FROM PATRONS,611710,110215,110215
202101309349302485,542116256,MEDICAL ASSISTANCE,611710,1,1
202013519349300106,237410494,TUITION AND REGISTRATI,611310,1520087,1520087
202041969349302614,942202421,COMMUNITY PROGRAM FEES,611710,128477,128477
202041969349302614,942202421,FACILITIES SHARING,611710,26875,26875
202041969349302614,942202421,FEES & GRADUATION INCOME,611600,198639,198639
202041969349302614,942202421,TUITIONS (NET OF REFUNDS),611600,2195308,2195308
202041969349302774,540505940,TUITION AND FEES,611310,59382196,59382196
202041969349302774,540505940,AUXILIARY SERVICES,611310,13849908,13849908
202031969349302758,381359081,TUITION AND FEES,611600,68226841,68226841
202031969349302758,381359081,RESIDENCE HALLS,611600,9355350,9355350
202031969349302758,381359081,DINING SERVICES,611600,6929143,6929143
202031969349302758,381359081,OTHER PROGRAM REVENUE,900099,761126,761126
202001979349300040,166054295,TUITION & FEES,900099,44319971,44319971
202001979349300040,166054295,ROOM & BOARD,900099,10181062,10181062
202001979349300040,166054295,INTERNATIONAL EXPANSION PROGRAMS,900099,1228138,1228138
202001979349300040,166054295,AUXILIARY ENTERPRISES,531190,187182,39610,147572
202041349349300219,232215278,TUITION,900099,6460651,6460651
202041349349300219,232215278,APARTMENT RENT,531110,514195,514195
202041349349300219,232215278,TUITION-BASED FEES,900099,10150,10150
202111049349301136,231352654,TUITION & FEES,900099,119292296,119292296
202111049349301136,231352654,RESIDENCE HALLS,900099,10908399,10908399
202111049349301136,231352654,ACADEMIC RELATED REVEN,900099,1418150,1418150
202111049349301136,231352654,DINING SERVICES,900099,611061,611061
202111049349301136,231352654,CAMPUS STORE,900099,250000,250000
202111049349300726,420680400,Tuition & Fees,611310,41839492,41839492,0,0
202111049349300726,420680400,Residence Halls,611710,3692769,3692769,0,0
202111049349300726,420680400,Food Service,722212,3322220,3322220,0,0
202111049349300726,420680400,Bookstore Sales,451211,728576,728576,0,0
202111049349300726,420680400,Athletic Functions,900099,227779,227779,0,0
202111049349301026,060653264,"TUITION, DORM & STUDENT FEES",611310,130681645,130681645,0,0
202111049349301026,060653264,EDUCATIONAL SERVICES,611310,7781874,5446119,2335755,0
202111049349301026,060653264,STUDENT MEALS INCOME,611310,1243966,1243966,0,0
202111049349301026,060653264,BOOKSTORE,611310,552044,0,544374,7670
202111049349301026,060653264,SPECIAL EVENTS,611310,3312988,0,1869097,1443891
202003219349321590,200403281,TUITION,15675,15675
202003219349321590,200403281,FEE INCOME,2720,2720
202032799349301303,954452381,TUITION & PROGRAM FEE,611710,651860,651860
202011299349301501,420680335,TUITION AND FEES,611710,42375154,42375154
202011299349301501,420680335,DINING,611710,4731898,4731898
202011299349301501,420680335,RESIDENCE,611710,4080453,4080453
202011299349301501,420680335,EDUCATIONAL TRIPS,611710,458182,458182
202011299349301501,420680335,STUDENT ACTIVITIES,611710,296227,296227
202021349349301722,520643528,TUITION AND FEES,21417069,21417069
202021349349301722,520643528,AUXILIARY ENTERPRISES,3296307,3296307
202021349349301722,520643528,OTHER REVENUES,409018,409018
202021349349301722,520643528,STUDENT LOAN INTEREST,46242,46242
202101329349304420,562244952,FACILITY RENTALS,900099,1055187,1055187
202101329349304420,562244952,TEST PREPS AND CAMPS,900099,197852,197852
202101329349304420,562244952,CONSULTING SERVICES,900099,86009,86009
202101329349304420,562244952,COLLEGE COURSEWARE,900099,17199,17199
202043379349300424,362310478,Student tuition and Fees,611310,25537898,25537898
202043379349300424,362310478,Patient Services and Materials,900099,5167356,5167356
202043379349300424,362310478,Bookstore and Dormitory,900099,1475215,1475215
202043379349300424,362310478,Faculty Research,900099,44694,44694
202043379349300424,362310478,Student Loan Interest,900099,23744,23744
202022819349301572,341978504,TUITION,611310,233506,0,0
202012839349301966,954529650,EDUCATION PROGRAM REVE,611600,1402072,1402072
202002879349300805,381443369,Tuition fee revenue,611710,35209209,35209209
202002879349300805,381443369,Organized activity revenue,611710,650686,650686
202002879349300805,381443369,Auxiliary revenue,611710,6576493,6576493
202023219349324442,463745855,Tuition and Fees,611710,341963,341963
202023219349324442,463745855,Registration Income,611710
202111379349302866,640303093,Tuition and Fees,611600,7197346,7197346
202111379349302866,640303093,Sales and Services of Auxiliary Enterprises,611710,3780178,3780178
202121319349304372,880121831,Tuition Fees and Board,611310,16220689,16220689
202101329349304880,010211497,Tuition and fees,611310,119667000,119667000,0,0
202101329349304880,010211497,Auxiliary,611710,25322000,25322000,0,0
202101329349304880,010211497,Summer Programs,900099,454000,0,454000,0
202101329349304880,010211497,Physical Fitness Facility,713940,2000,0,2000,0
202110909349300531,570324906,Student instruction,611710,79638182,79638182
202110909349300531,570324906,Auxiliary enterprises,611710,13129747,13129747
202033189349306133,942881684,TUITION,611600,1664432,1664432
202033189349306133,942881684,CLINICAL PRACTICE,611600,190453,190453
202033189349306133,942881684,FEDERAL REVENUE PROGRAM,611600,20280,20280
202033189349306133,942881684,OTHER REVENUE,611600,104802,104802
202101329349302195,382762367,PARTNERSHIP PROGRAMS,900099,841516,841516
202101329349302195,382762367,MEMBERSHIP DUES,900099,298316,298316
202101329349302195,382762367,SPONSORSHIPS,900099,15000,15000
202101329349302195,382762367,REGISTRATION - CONFERE,611710,2685,2685
202041369349300424,541666531,RENTAL INCOME,531190,9034486,9034486
202023119349300437,550792184,TUITION,16500,16500
202032779349300403,330143620,TUITION AND FEES,611600,470705,470705
202043149349301534,980149857,TUITION INCOME,611600,12972522,12972522
202043149349301534,980149857,BANANA/PLANTATION/AGRICULTURAL PRODUCT,611600,10951780,10951780
202043149349301534,980149857,SEMINARS,611600,876738,876738
202043149349301534,980149857,STUDENT RECRUITMENT,611600,439596,439596
202043149349301534,980149857,STUDENT & VISITOR TOURS/ECOTOURISM,611600,137681,137681
202023219349306272,770495799,Ticket Sales & Seminar,900099,351940,351940
202131309349301523,362167773,STUDENT TUITION AND FEES,611310,144438457,144438457
202131309349301523,362167773,STUDENT HOUSING,611310,6099409,6099409
202131309349301523,362167773,STUDENT MEAL PLANS,611310,3424888,3424888
202131309349301523,362167773,AVIATION SERVICES,611310,170830,170830
202131309349301523,362167773,CONFERENCING,611310,143915,143915
202131329349304783,361408475,TUITION AND FEES,611710,662458094,662458094
202131329349304783,361408475,AUXILIARY,611710,60134259,60134259
202131329349304783,361408475,ACADEMIC SUPPORT-TRINITY HEALTH,611710,24646320,24646320
202131329349304783,361408475,OTHER STUDENT SERVICES,611710,13604054,13604054
202021979349303797,560603922,Tuition and Fees,611600,20355710,20355710
202021979349303797,560603922,Sales and Services of Auxiliary Enterprises,611710,7381447,7381447
202031929349301853,061645496,TUITION AND FEES,900099,28158678,28158678
202031929349301853,061645496,SALES FROM AFFILIATE,611710,1389134,1389134
202031069349301728,730555460,TUITION AND FEES,611710,45791220,45791220
202031069349301728,730555460,AUXILLARY,611710,11657652,11657652
202031069349301763,741161940,TUITION AND FEES,611710,96070766,96070766
202031069349301763,741161940,AUXILIARY ENTERPRISES,611710,15232569,15232569
202031069349301763,741161940,STUDENT RELATED CHARGES,611710,3324156,3324156
202111379349303921,362169157,TUITION (INCLUDING FINANCIAL AID),611600,104225016,104225016
202111379349303921,362169157,STUDENT HOUSING/AUXILIARY ENTERPRISES,721310,13670890,13670890
202111379349303921,362169157,"OTHER ATHLETIC, ACADEMIC, AND ADMIN",611600,1824621,1824621
202111379349303921,362169157,STUDENT FEES,611600,781934,781934
202111379349303921,362169157,Community Education,611600,162334,162334
202013109349302421,571102885,ROOM CHARGE INCOME,531110,2654389,2654389
202013109349302421,571102885,MEAL PLAN INCOME,900099,1077670,1077670
202013109349302421,571102885,PARKING DECAL INCOME,900099,40300,40300
202013109349302421,571102885,ARA COMMISSION INCOME,531110,12483,12483
202013109349302421,571102885,RENTAL PROPS HELD FOR SALE,900099,12046,12046
202033189349311808,203287316,LEADERSHIP SUMMITS,900099,898699,898699
202033189349311808,203287316,OTHER INCOME: SPONSORS,900099,2000,2000
202033189349311808,203287316,RECRUITMENT INCENTIVES,900099,1800,1800
202141339349301724,591083502,Tuition and Fees,611710,643214970,643214970
202141339349301724,591083502,Auxiliary Operation,611710,42596119,19428740,23167379
202041959349302114,370661227,TUITION & FEES,900099,13510038,13510038
202041959349302114,370661227,AUXILLARY ACTIVITIES,900099,4479435,4479435
202041969349303414,041679980,"TUITION,RM BD,FEES",900099,1520154989,1520154989
202041969349303414,041679980,PARKING,812930,2675879,2335650,340229
202041969349303414,041679980,FOOD SERVICE,900099,2965134,2965134
202013219349308856,201612906,RENT,531110,16501169,16501169
202013219349308856,201612906,PARKING,531190,130535,130535
202013219349308856,201612906,STUDENT DAMAGES,531390,31182,31182
202013219349308856,201612906,OTHER PROGRAM REVENUE,531390,10057,10057
202121309349302972,841383926,TUITION AND FEES,611430,889279949,889279949
202121309349302972,841383926,MEMBERSHIP FEES,611430,732721,732721
202121309349302407,362167048,TUITION,900099,703209495,703209495
202121309349302407,362167048,ROOM & BOARD,721000,23303709,23303709
202121309349302407,362167048,STUDENT FEES,900099,10451061,10451061
202121309349302407,362167048,ATHLETICS,711210,8110657,8110657
202121309349302407,362167048,RECREATION CENTER,713940,2253334,953128,1300206
202033299349300503,943477000,GOVERNMENT FUNDING,900099,3046984,3046984
202043259349300139,260069167,TUITION & FEES,7796670,7796670
202031969349300013,041081650,Tuition and Fees,900099,244349000,244349000
202031969349300013,041081650,Auxillary,900099,56722888,55422888,1300000
202031969349300013,041081650,Conference Services,721000,522918,522918
202031969349300013,041081650,Natatorium Use,713940,163194,163194
202031969349301223,510207234,Tuition,3538150,3538150
202031969349301328,135598093,TUITION & FEES,611600,1663557935,1663557935
202031969349301328,135598093,OTHER EDUCATION & RESEARCH,541700,213566629,213566629
202031969349301328,135598093,PATIENT CARE REVENUE,621110,1276137960,1276137960
202031969349301328,135598093,AUXILIARY ENTERPRISES,900099,191159029,186507719,4651310
202031969349301328,135598093,OTHER SOURCES,900099,2219843,2219843
202141319349303834,340714363,Tuition and Fees,900099,161893919,161893919
202141319349303834,340714363,Residential & Dining Services,900099,31523421,31523421
202141319349303834,340714363,Educational Activities,900099,5827330,5827330
202141319349303834,340714363,Auxiliary Services,900099,481468,481468
202141319349303834,340714363,Summer Conference Program,900099,408705,408705
202101379349302530,042103578,Tuition and Fees,611310,112620736,112620736
202101379349302530,042103578,Room and Other Board,611310,25341377,25341377
202101379349302530,042103578,Educational Performances,611310,11752,11752
202023249349301302,240795439,TUITION & FEES,611710,8338073,8338073
202023249349301302,240795439,AUXILIARY PROGRAMS,611710,287484,287484
202023249349301302,240795439,HOUSING/FOOD SERVICES,611710,246407,246407
202111329349303741,860105586,PROGRAM REVENUE,900099,1701857,1701857
202111329349303671,344428219,TUITION AND FEES,611710,35347701,35347701
202111329349303671,344428219,RESIDENCE HALLS,611710,3724701,3724701
202111329349303671,344428219,FOOD SERVICE,611710,3648203,3648203
202111329349303671,344428219,CONFERENCE REVENUE,611710,132221,132221
202111329349303671,344428219,DEPARTMENTAL SERVICES REVENUE,611710,606913,606913
202111319349302911,231352354,STUDENT TUITION AND FEES,611310,78693483,78693483
202111319349302911,231352354,AUXILIARY ENTERPRISES,611310,11251094,11251094
202141339349302799,951644035,Tuition and fees,611710,123030426,123030426
202141339349302799,951644035,Auxiliary revenue,611710,14937840,14937840
202141339349302799,951644035,Other program revenue,611710,2600012,2600012
202041969349304299,560532296,Tuition and Fees,611600,8513369,8513369
202041969349304299,560532296,Sales and Services of Auxiliary Enterprises,611710,2948934,2948934
202041969349304554,042105769,TUITION AND FEES,611710,77143005,77143005
202041969349304554,042105769,AUXILIARY OPERATIONS,611710,20890848,20890848
202041969349304554,042105769,SUMMER PROGRAMS,611710,1032373,1032373
202141339349305074,620544854,TUITION AND FEES,611710,1382130,1382130
202101329349302500,112553515,PATIENT SERVICE REVENUE,621111,37995637,37995637
202121309349301552,141423161,EDUCATION,611600,56768450,56768450
202121309349301552,141423161,RESEARCH,611600,4627363,4627363
202043159349300524,620476661,TUITION,624310,25239517,25239517
202043159349300524,620476661,FOOD SERVICE,722210,2010060,2010060
202043159349300524,620476661,RESIDENCE HALL,721310,1091546,1091546
202043159349300524,620476661,CAMPS AND CONFERENCES,900099,75530,75530
202043159349300524,620476661,BOOKSTORE,451211,15771,15771
202041959349302569,237069639,"STUDENT TUITION, FEES, AND SERVICES",900099,8403066,8403066
202041959349302569,237069639,OTHER CONFERENCE INCOME,900099,191980,191980
202031939349300008,954366755,ACADEMIC SERVICE FEES,611710,462103,462103
202031939349300008,954366755,SEMINAR INCOME,611710,3400,3400
202021979349305387,640325640,STUDENT TUITION & FEES,7956661,7956661
202021979349305387,640325640,AUXILIARY ENTERPRISES,2353045,2353045
202021979349305387,640325640,FUNDRAISER TICKETS,222275,222275
202131389349300608,580531392,TUITION AND FEES,611600,21827455,21827455
202131389349300608,580531392,AUXILIARY ENTERPRISES,611600,3123503,3045617,77886
202131389349300608,580531392,STUDENT SERVICES,611600,478248,478248
202033079349301723,770478893,Books,870,870
202033079349301723,770478893,Tuitions,611600,98896,98896
202141329349301349,350868149,TUITION AND FEES,611710,96982288,96982288
202141329349301349,350868149,AUXILIARY ENTERPRISES,611710,13796499,13796499
202141329349301349,350868149,OTHER SOURCES,611710,2549634,2549634
202141329349300324,560532314,"Tuition, Fees, and Boarding",900099,12484226,12484226,0,0
202141329349300324,560532314,Student Store,900099,56717,56717,0,0
202141329349300324,560532314,Summer Programs,900099,420572,169412,251160,0
202131389349300623,590668483,Tuition & Fees gross of student discounts,611310,17885837,17885837,0,0
202131389349300623,590668483,Auxiliary Enterprises,611310,5179827,5179827,0,0
202002959349300715,455507328,RENTAL INCOME,900099,53858,53858
202111329349300246,310643552,TUITION AND FEES,900099,4738844,4738844
202111329349300246,310643552,AUXILIARY ENTERPRISES,900099,1858416,1858416
202111329349300246,310643552,SPONSORED PROGRAMS,900099,79769,79769
202111329349300246,310643552,EDUCATION SERVICES,900099,46233,46233
202111329349300341,020222111,Tuition & Fees,611600,419793665,419793665,0,0
202111329349300341,020222111,Auxiliary Service,611710,59947374,55723765,4223609,0
202111329349300341,020222111,Medical Related,611600,17548374,17548374,0,0
