object_id,ein,NnCshChckbxInd,Dsc,CntrbtnCnt,NncshCntrbtnsRptF990Amt,MthdOfDtrmnngRvnsTxt
201433179349305423,391620530,X,CT SCANNER,1,220000,FAIR VALUE
201423169349304852,810231774,X,MISCELLANEOUS,410,92815,MARKET VALUE-GIFT DA
201423169349304852,810231774,X,AUTO LEASE,1,17000,MARKET VALUE-GIFT DA
201423169349304852,810231774,X,PUBLIC SERVIC,1,8700,MARKET VALUE-GIFT DA
201423169349303627,350886846,X,Miscellaneous,20,70863,FMV
201433179349304828,362167773,X,SOFTWARE LICE,1,3600,MARKET VALUE
201423149349300402,362167792,Equipment,2,29900,est. market
201423149349300402,362167792,Commodities,4,8912,sales price
201433169349304513,381357020,X,MISCELLANEOUS,183,308880,FAIR MARKET VALUE
201423179349306242,941254638,X,BRITISH STAMPS,1,2077,APPRAISAL
201413009349301051,420680460,X,PROGRAM EQUIP,1,54560,APPRAISAL
201413009349301051,420680460,X,PROGRAM EQUIP,35,24147,"ITEMS < $5,000 EACH"
201413009349301051,420680460,X,PROGRAM EQUIP,1,6805,ACTUAL COST
201413169349300106,570828733,X,Special Light,1,183321
201413169349300106,570828733,X,Wheelchair,1,2000
201413169349300106,570828733,X,Patient Tops/,1,1653
201413169349300106,570828733,X,Rehab Equipme,1,1500
201443079349300249,410706151,X,PIANO - GRAND,1,50000,APPRAISAL
201443079349300249,410706151,X,PIANO - UPRIG,1,1800,APPRAISAL
201423019349300242,580593438,X,Grand Piano,1,60000,Fair Market
201423029349300442,340714585,X,EQUIPMENT,31,1267498,SALE COMPARABLE GOOD
201423029349300442,340714585,X,EVENTS/TICKET,3,3394,COST
201423039349300627,640303086,X,HORSES,1,15000,APPRAISAL
201412959349301051,350868181,X,Horses,3,222500,FMV
201412959349301051,350868181,X,Trees,1,3100,FMV
201412959349301051,350868181,X,Euler Christm,1,1027,FMV
201412959349301051,350868181,X,2 Children's,1,50,FMV
201403159349302465,251065148,X,TRAVEL EXPENS,7,61575,TRAVEL REPORT/RECEIP
201403159349302465,251065148,X,EQUIPMENT,3,14605,RECEIPTS
201403159349302465,251065148,X,EVENT EXPENSE,1,2757,RECEIPTS
201403159349302465,251065148,X,CONSTRUCTION,1,0
201403429349300615,460283336,X,MICROSCOPES/E,97,121425
201403429349300615,460283336,X,"18"" TELESCOPE",1,10250
201403429349300615,460283336,X,OFFICE EQUIPM,1,1000
201403459349300820,560767736,X,1,162622
201413449349300111,530196583,X,SOLAR DECATHLON-MATERIALS/TOOLS,4,21990,COST
201413449349300111,530196583,X,CD COLLECTION,2,28720,OPINIONS OF EXPERTS
201413449349300111,530196583,X,MUSCIAL INSTRUMENTS AND MUSIC,4,25685,OPINIONS OF EXPERTS
201413449349300111,530196583,X,SEND OFF PARTY DONATION,1,133,COST
201413449349300111,530196583,X,ITALIAN RECEPTION,1,455,COST
201413449349300111,530196583,X,PRAYER DRAPES AND BRONZE PRAYERS,1,1400,OPINIONS OF EXPERTS
201413189349308121,364195126,X,MISC,10,104271,COST
201443189349304694,540646523,X,EQUIPMENT,8,117067,DONOR DECLARED VALUE
201443189349304694,540646523,X,SUPPLIES,9,10912,FMV
201403529349300320,620475691,X,horse,1,75000,professional appraisal
201403529349300320,620475691,X,photography equipment,1,48957,professional appraisal
201443219349302154,416011702,X,OTHER MISC,26,50000,MARKET VALUE
201413459349300011,450306841,X,CAPITALIZED C,4,146915,FAIR MARKET VALUE
201413459349300011,450306841,X,FURNITURE,1,805,PURCHASE PRICE IN 20
201413459349300011,450306841,X,FRIDGE AND AQ,1,200,BASED ON AGE OF ITEM
201413469349300116,570324915,X,Recruiting tr,1,11778,Cost
201413469349300116,570324915,X,Meals and ent,1,9048,Cost
201403189349302590,431345089,SUPPLIES,14956
201403189349302590,431345089,EQUIPMENT,162560
201413369349300501,420680408,X,Gift certific,24,3969,Face value
201413369349300501,420680408,X,Tickets and p,18,2153,Face value
201433189349306488,362167855,X,MISCELLANEOUS,29,34386,COMPARABLE SALE
201413039349300626,560529972,X,SOFTWARE,1,13176,FMV
201413039349300626,560529972,X,PIANO,1,12275,FMV
201403149349302770,362310478,X,EYEGLASS FRAMES AND ASSEMBLY,5,164454,COST
201413159349301026,426081293,X,CHIROPRACTIC,4,28830,DONOR EVALUATION
201413159349301026,426081293,X,"MEMORABILIA,P",5,21767,DONOR EVALUATION
201413159349301026,426081293,X,MISCELLANEOUS,3,2501,DONOR EVALUATION
201423179349304652,136171197,X,COSMETICS,5,19635,resale value
201423179349304652,136171197,X,DINING & ENTERTAINMENT,17,13135,resale value
201423179349304652,136171197,X,ELECTRONICS,1,299,resale value
201423179349304652,136171197,X,FLOWER,1,250,resale value
201423179349304652,136171197,X,GIFT BASKET,14,2254,resale value
201423179349304652,136171197,X,GIFT CERTIFICATE,27,28577,resale value
201423179349304652,136171197,X,GOLF,1,500,resale value
201423179349304652,136171197,X,JEWLERY,8,10966,resale value
201423179349304652,136171197,X,SCIENCE KIT,1,50,resale value
201423179349304652,136171197,X,SHOW TICKETS,11,2961,RESALE VALUE
201423179349304652,136171197,X,SPORTS EVENT,10,12534,RESALE VALUE
201423179349304652,136171197,X,TOUR,7,6654,RESALE VALUE
201423179349304652,136171197,X,TOYS,1,75,RESALE VALUE
201423179349304652,136171197,X,VACATION,14,50298,RESALE VALUE
201423169349304182,541954969,X,Software,1,40150,Comparable Sales
201423169349304182,541954969,X,Camcorder,1,1200,Similar sales
201403219349306950,141423161,X,fundraising prizes,3,15598,fair market value
201403219349306950,141423161,X,Overit Public Relations,1,16000,fair market value
201403169349301835,390806325,X,THEATRE EQUIP,1,16000,FMV
201403169349301835,390806325,X,FURNITURE,3,2436,FMV
201403169349301835,390806325,X,LITERATURE,1,1700,FMV
201403169349301835,390806325,X,BASEBALL EQUI,1,1110,FMV
201403169349301835,390806325,X,KAYAK,1,708,FMV
201413149349300801,340737794,X,PIANO,1,2500,APPRAISAL
201413149349300801,340737794,X,ORGAN,1,800,APPRAISAL
201413149349301031,461812625,X,1,735183
201413149349301236,570314415,X,MISCELLANEOUS,60,16808,FMV
201413149349301236,570314415,X,"FOOD, SUPPLIES AND OTHER",11,25239,FMV
201412879349300846,410694721,X,AUCTION ITEMS,136,44683,ESTIMATED FMV
201412879349300846,410694721,X,CHEMISTRY EQU,1,10000,ESTIMATED FMV
201412879349300846,410694721,X,OTHER,7,1226,ESTIMATED FMV
201422909349300622,910615846,X,AUCTION ITEMS,123,31339,FMV
201423189349307402,420681049,X,CONSTRUCTION,1,20367,ACTUAL
201423189349307402,420681049,X,AUCTION ITEMS,49,3391,ACTUAL
201423189349307402,420681049,X,GIFT CARDS,12,810,ACTUAL
201423189349307402,420681049,X,MEALS,4,477,ACTUAL
201423289349300917,480543715,X,LEGAL SERVICES,3,8480
201423289349300917,480543715,RUBBERMAID PROD
201413189349301911,550643304,X,Medical Equipment,7,560933,Cost
201442939349300314,596605703,X,"VACATIONS, GI",47,28257,FMV AND PURCHASE PRI
201433429349300303,620485733,X,STEINWAY PIAN,1,5000,APPRAISAL
201433219349311108,941748275,X,Fresh produce,1,7934,FMV
201433219349311108,941748275,X,Services,1,1891,FMV
201433159349302513,954559065,X,1,120000
201433169349301138,430471057,X,VARIOUS EQUIPMENT AND SUPPLIES,20,299543,FAIR MARKET VALUE
201432889349300313,420680323,X,EDU MATERIALS,3,3,"SEE SCH M, PART II"
201432889349300313,420680323,X,PROMO ITEMS,2,2,"SEE SCH M, PART II"
201432889349300313,420680323,X,EQUIPMENT,2,2,"SEE SCH M, PART II"
201443219349303134,910570848,X,TELECOMMUNICA,2,49530,FAIR MARKET VALUE
201443219349303134,910570848,X,AUTOMOTIVE EQ,3,24691,FAIR MARKET VALUE
201443219349303134,910570848,X,INDUSTRIAL EQ,2,23900,FAIR MARKET VALUE
201443219349303134,910570848,X,HVAC EQUIPMEN,4,23434,FAIR MARKET VALUE
201443219349303134,910570848,X,MACHINE EQUIP,3,16500,FAIR MARKET VALUE
201443219349303134,910570848,X,ELECTRICAL EQ,3,13208,FAIR MARKET VALUE
201443219349306779,910791533,X,2,51815
201443099349300809,381627600,X,Equipment,1,11402,Invoice
201443099349300809,381627600,X,Collection of Music,1,2040,Donor Estimates
201412839349300546,750855633,X,carpeting/meals,1,22318,cost
201412839349300546,750855633,X,computerized telescope,1,6000,cost
201412839349300546,750855633,X,Blower/Trailer,3,1740,Cost
201412839349300546,750855633,X,Washer/Dryer,1,100,FMV
201412839349300546,750855633,X,Meals,1,283,Cost
201412199349301121,366205980,X,PROPERTY AND,1,11958,FAIR MARKET VALUE
201402879349300145,381443369,X,other products supplies,15,41920,estimated cost of goods
201423379349300007,061744054,SUPPLIES,44,15829,FAIR MARKET
201423379349300007,061744054,MEDICAL EQUIPMENT,1,4950,FAIR MARKET
201413509349300036,951916051,X,Gift cards &,31,2150,Cost
201413509349300036,951916051,X,Drum Set,1,674,FMV
201413509349300036,951916051,X,Wheel Chair,1,650,FMV
