201903579349300855,141463151,GIOVANNI VIRGIGLIO,BOARD MEMBER,1.00,X,0,0,0
201903579349300855,141463151,JEFFREY WEISS,BOARD MEMBER,1.00,X,0,0,0
201903579349300855,141463151,DR HILTON HALLOCK,BOARD MEMBER,1.00,X,0,0,0
201903579349300855,141463151,JEAN M MCGINTY RSM MSN RN,BOARD MEMBER,1.00,X,0,0,0
201903579349300855,141463151,DR THOMAS J GAMBLE,PRESIDENT,40.00,X,X,177324,0,19019
201903579349300855,141463151,JOSEPH M MCDONALD CPA MBA,VP FOR ACADEMIC ADMINISTRATION,40.00,X,117041,0,12159
201903579349300855,141463151,VICTORIA L BATTELL RSM,"SENIOR VP, DEAN OF STUDENTS",40.00,X,0,0,0
201903579349300855,141463151,JOEL NUDI MBA PMP,VP OF FINANCE AND ADMINISTRATION,40.00,X,133021,0,9668
201903579349300855,141463151,ANNE JUNG PHD,"DEAN OF THE COLLEGE, CHIEF ACADEMIC OFFICER",40.00,X,108903,0,15047
201903579349300855,141463151,JESSICA NAPOLI - MCNALLY,CLINICAL PLACEMENT DIRECTO,40.00,X,108322,0,9336
201903579349300855,141463151,SCOTT HOMER,DIRECTOR OF OCCUPATIONAL T,40.00,X,103570,0,13807
201903579349300855,141463151,ELIZABETH HEYWOOD,"NURSING DEPARTMENT CHAIR,",40.00,X,113602,0,9380
201903579349300855,141463151,FRANCES BERNARD,BUSINESS MANAGER,40.00,X,100925,0,14503
201903579349300855,141463151,VICTORIA CALLAGAN,DIRECTOR OF AAS NURSING PR,40.00,X,111920,0,14128
201903579349300855,141463151,DR JOHN KOWAL,FORMER VP OF ACADEMIC AFFAIRS,40.00,X,109178,0,0
201913189349302876,541854399,DR IVELINA S METCHEVA,PRESIDENT,40.00,X,X,0,172630,25299
201913189349302876,541854399,MR GARY LECLAIR,DIRECTOR,1.00,X,0,0,0
201913189349302876,541854399,MR SPENCER WILLIAMSON,DIRECTOR,1.00,X,0,0,0
201913189349302876,541854399,P SRIRAMA RAO,EX-OFFICIO,1.00,X,0,0,0
201913189349302876,541854399,DRGOPINATH JADHAV,DIRECTOR,1.00,X,0,0,0
201913189349302876,541854399,L FRANKIN BOST,SECRETARY,1.00,X,X,0,0,0
201913189349302876,541854399,DR REINHOLD BRAND,DIRECTOR,1.00,X,0,0,0
201913189349302876,541854399,NANCY EBERHARDT,DIRECTOR,1.00,X,0,0,0
201932959349300728,208434503,KATHLEEN HENRY,"BOARD CHAIR, SECRETARY",1.00,20.00,X,X,0,172498,32133
201932959349300728,208434503,DR MICHAEL GOLDBLATT,DIRECTOR,1.00,X,0,0,0
201932959349300728,208434503,DR BILL CHRISTIANSEN,DIRECTOR,1.00,X,0,0,0
201932959349300728,208434503,DR DAVID CONRAD,DIRECTOR,1.00,X,0,0,0
201932959349300728,208434503,TODD HEADLEY,PRESIDENT,40.00,1.00,X,237710,0,55977
201932959349300728,208434503,TERRY OPGENORTH,VICE PRESIDENT,30.00,X,214337,0,55906
201932959349300728,208434503,JULIE BIRDSALL,TREASURER,1.00,40.00,X,0,172665,33606
201932959349300728,208434503,STEVE FOSTER,"DIRECTOR, LICENSING & BUSINESS",40.00,X,117603,0,33440
201932959349300728,208434503,CARIN HERMANN,IN-HOUSE COUNCIL,40.00,X,124606,0,28349
201932959349300728,208434503,RODMAN TOMPKINS,"DIRECTOR, LICENSING & BUSINESS",40.00,X,107735,0,32663
201933579349300468,201730126,PETER ARANDA,DIRECTOR,1.00,X,0,0,0
201933579349300468,201730126,JEREMY ALIASON,PRESIDENT,2.00,X,X,0,0,0
201933579349300468,201730126,NIKKI CHUN,VICE-PRESIDE,2.00,X,X,0,0,0
201933579349300468,201730126,JEREMY OYENQUE,SECRETARY-TR,2.00,X,X,0,0,0
201933579349300468,201730126,BRYAN MCKINLEY JONES BRAYBOY,DIRECTOR,1.00,X,0,0,0
201933579349300468,201730126,CARMEN LOPEZ,EXECUTIVE DI,40.00,X,92209,0,2366
201933129349303308,752760831,Denny Morrow,Chairman,1.00,X,0,0,0
201933129349303308,752760831,Man Thornbug,Vice Chairman,1.00,X,0,0,0
201933129349303308,752760831,Dr J Stephen Quackenbush,Board Member,1.00,X,0,0,0
201933129349303308,752760831,Ronald Tschetter,Board Member,1.00,X,0,0,0
201933129349303308,752760831,Jennie M Gilchrist,Board Member,1.00,X,0,0,0
201933129349303308,752760831,David Harrell,Board Member & Secretary,1.00,X,0,0,0
201933129349303308,752760831,George Kenworthy,Board Member,1.00,X,0,0,0
201933129349303308,752760831,Douglas Tiffin,President,40.00,X,97999,0,0
201933129349303308,752760831,Rod Jenkins,VP Finance & Board Treasurer,40.00,X,0,0,0
201923179349308802,202884155,Diana Finnegan PhD,Director,0.00,0.00,X,0,0,0
201923179349308802,202884155,Miranda Adams,Dean of Ed,40.00,0.00,X,59850,0,0
201923179349308802,202884155,Alberto Fournier PhD,Chair,1.00,0.00,X,X,0,0,0
201923179349308802,202884155,Lynn B Ogden,Director,1.00,0.00,X,0,0,0
201923179349308802,202884155,Jose Cabezon PhD,Director,1.00,0.00,X,0,0,0
201923179349308802,202884155,Scott South,Director,1.00,0.00,X,0,0,0
201923179349308802,202884155,Mark Waller,Treasurer,1.00,0.00,X,X,0,0,0
201923179349308802,202884155,Yangsi Rinpoche,Director,1.00,0.00,X,0,0,0
201923179349308802,202884155,Nicolas Ribush MD,Director,1.00,0.00,X,0,0,0
201923179349308802,202884155,Pamela Cayton,Vice Chair,1.00,0.00,X,X,0,0,0
201923179349308802,202884155,Maria A Garcia,Director,1.00,0.00,X,0,0,0
201922899349300712,541851377,DR DARYL JONES,CHAIRMAN OF,1.00,X,X,0,0,0
201922899349300712,541851377,MS JOYCELYN SPIGHT ROACHE CRC,DIRECTOR,1.00,X,0,0,0
201922899349300712,541851377,REV DAVID FREELAND,DIRECTOR,1.00,X,0,0,0
201922899349300712,541851377,ROBERT MCDOWELL,DIRECTOR,1.00,X,0,0,0
201922899349300712,541851377,CHARLES RICKS,DIRECTOR,1.00,X,0,0,0
201922899349300712,541851377,RON DEBERRY,VICE PRESIDE,40.00,X,0,0,0
201923179349302332,954529650,BRAD HARVEY,CHAIRMAN,0.50,X,X,0,0,0
201923179349302332,954529650,STERLING NIELSEN,VICE CHAIRMAN,0.50,X,X,0,0,0
201923179349302332,954529650,EUGENE PELHAM,SECRETARY/TREASURER,0.50,X,X,0,0,0
201923179349302332,954529650,BILL CHENEY,TRUSTEE,0.50,X,0,0,0
201923179349302332,954529650,TRACE KENYON,TRUSTEE,0.50,X,0,0,0
201923179349302332,954529650,JOHN JANCLAES,TRUSTEE,0.50,X,0,0,0
201923179349302332,954529650,MANDY JONES,TRUSTEE,0.50,X,0,0,0
201923179349302332,954529650,KENT ORAM,TRUSTEE,0.50,X,0,0,0
201923179349302332,954529650,EILEEN RIVERA,TRUSTEE,0.50,X,0,0,0
201923179349302332,954529650,STEPHANIE TEUBNER,TRUSTEE,0.50,X,0,0,0
201923179349302332,954529650,DIANA DYKSTRA,PRESIDENT,5.00,X,X,0,63000,0
201923179349302332,954529650,MICHAEL STEINBERGER,ASSOCIATE DEAN,10.00,X,X,0,114038,0
201923179349302332,954529650,MARK KLINKERT,PROVOST,0.50,X,0,0,0
201923179349302332,954529650,NANCY WOOD,DIRECTOR OF SCHOOL ADMIN.,40.00,X,0,89383,10695
201912889349300246,344429091,DR GREG M ALLENBY,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,LARRY F BOORD,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,DR DONALD J CAMPBELL,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,DR TEVYE CELIUS,TRUSTEE,45.0,0.0,X,59592,0,23130
201912889349300246,344429091,DR DANIEL A DIBIASIO,PRESIDENT,45.0,0.0,X,X,380554,0,84270
201912889349300246,344429091,JASON S DUFF,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,JENNIFER A FROMMER,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,THEODORE B GRIFFITH,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,KENNETH R HALL,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,REVEREND DAVID C HARRIS,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,PAMELA S HERSHBERGER,VICE CHAIRMAN,1.0,0.0,X,X,0,0,0
201912889349300246,344429091,DR JOHN H HULL,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,DR JAMES LEHR KENNEDY,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,RICHARD P KEYES,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,DR CARLA F KIM,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,FEDERICK C KUCKLICK,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,JOANNE G LIPSKI,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,DR OSCAR J MIFSUD,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,DR CANDADA J MOORE,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,BISHOP GREGORY V PALMER,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,DR MARK J PALMER,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,BRENDA L REICHELDERFER,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,DANIEL B WALKER,CHAIRMAN,1.0,0.0,X,X,0,0,0
201912889349300246,344429091,REVEREND MERLE D WALTER,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,HANLEY H WHEELER III,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,MARK A WHITE,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,WILLIAM J WITTEN,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,HARRISON R ZELLER,TRUSTEE,1.0,0.0,X,0,0,0
201912889349300246,344429091,MICHAEL C KAUFMANN,VICE CHAIRMAN,1.0,0.0,X,X,0,0,0
201912889349300246,344429091,WILLIAM H BALLARD,VP FOR FINANCIAL AFFAIRS,45.0,0.0,X,184504,0,34199
201912889349300246,344429091,JENNIFER L ROBY,SECRETARY,45.0,0.0,X,49751,0,3517
201912889349300246,344429091,DR MARIA L CRONLEY,"PROVOST, VP ACADEMIC AFFAIRS",45.0,0.0,X,265555,0,57145
201912889349300246,344429091,DR KEVIN D HILL,FACULTY,45.0,0.0,X,254209,0,7089
201912889349300246,344429091,DR DAVID C CRAGO,INTERIM DEAN-COLLEGE OF LAW,45.0,0.0,X,230300,0,26973
201912889349300246,344429091,DR STEVEN J MARTIN,DEAN-COLLEGE OF PHARMACY,45.0,0.0,X,218910,0,31641
201912889349300246,344429091,JOHN C NAVIN,DEAN-COLLEGE OF BUSINESS,45.0,0.0,X,199775,0,24666
201912889349300246,344429091,SHANNON M SPENCER,VP FOR UNIVERSITY ADVANCEMENT,45.0,0.0,X,205997,0,13276
201912849349301106,750891464,DR ERWIN SEAMSTER,CEO,60.00,0,X,X,95000,0,0
201912849349301106,750891464,DR J MAXWELL,VP of INSTITUTIONAL EXPANSION,60,0,X,39199,0,0
201912849349301106,750891464,Mr Carl Lavallais,Cheif Fiscal Officer,60,0,X,50000,0,0
201912849349301106,750891464,JOYCE CATHEY,CONTROLLER,60,0,X,38752,0,0
201912849349301461,480543782,THOMAS ADRIAN,CHAIR,1.00,X,X,0,0,0
201912849349301461,480543782,LORI SCHMIDT-HARRISON,VICE CHAIR,1.00,X,X,0,0,0
201912849349301461,480543782,GALEN GOERTZEN,SECRETARY,1.00,X,X,0,0,0
201912849349301461,480543782,GEORGE ROGERS III,TREASURER,1.00,X,X,0,0,0
201912849349301461,480543782,KATE BRUBACHER,BOARD MEMBER,1.00,X,0,0,0
201912849349301461,480543782,JAMES ENSZ,BOARD MEMBER,1.00,X,0,0,0
201912849349301461,480543782,DANIEL FLICKINGER,BOARD MEMBER,1.00,X,0,0,0
201912849349301461,480543782,WYNN GOERING,BOARD MEMBER,1.00,X,0,0,0
201912849349301461,480543782,ROBERTA HODGSON,BOARD MEMBER,1.00,X,0,0,0
201912849349301461,480543782,BLAIR LOGANBILL,BOARD MEMBER,1.00,X,0,0,0
201912849349301461,480543782,SHARON NANCE,BOARD MEMBER,1.00,X,0,0,0
201912849349301461,480543782,THOMAS PENNER,BOARD MEMBER,1.00,X,0,0,0
201912849349301461,480543782,SHARON WALTNER,BOARD MEMBER,1.00,X,0,0,0
201912849349301461,480543782,MARTIN WIENS,BOARD MEMBER,1.00,X,0,0,0
201912849349301461,480543782,HEATHER ZERGER,BOARD MEMBER,1.00,X,0,0,0
201912849349301461,480543782,JONATHAN GERING,PRESIDENT,40.00,X,139704,0,17897
201912849349301461,480543782,ALLEN WEDEL,VP OF FINANCE,40.00,X,73478,0,11087
201943199349314699,205896451,Robyn Fisher,President,0.00,0.00,X,X,0,0,0
201943199349314699,205896451,Boobie Brooks,Director,0.00,0.00,X,0,0,0
201943199349314699,205896451,Barb Debarger,Director,0.00,0.00,X,0,0,0
201943199349314699,205896451,Mitchele Molitor,Director,0.00,0.00,X,0,0,0
201943199349314699,205896451,Dr Nina Moore,Director,0.00,0.00,X,0,0,0
201943199349314699,205896451,Rev Dr Rick Perry,Director,0.00,0.00,X,0,0,0
201943199349314699,205896451,Lashon Smith,Director,0.00,0.00,X,X,0,0,0
201943199349314699,205896451,Rev Tommy Smith,Director,0.00,0.00,X,0,0,0
201943199349314699,205896451,Dr Evelyn Wesley,Director,0.00,0.00,X,0,0,0
201943529349300639,620481463,MR MIKE ARMSTRONG,SECRETARY,1.00,X,0,0,0
201943529349300639,620481463,REV WILL BEAUCHAMP,BOARD OF TRUSTEES MEMBER,1.00,X,0,0,0
201943529349300639,620481463,DR JEFF CRABTREE,CHAIRMAN,1.00,X,X,0,0,0
201943529349300639,620481463,REV SHILOH HACKETT,BOARD OF TRUSTEES MEMBER,1.00,X,0,0,0
201943529349300639,620481463,REV WAYNE MIRACLE,BOARD OF TRUSTEES MEMBER,1.00,X,0,0,0
201943529349300639,620481463,DR EDDIE MOODY,VICE-CHAIRMAN,1.00,X,0,0,0
201943529349300639,620481463,REV BRAD RYAN,BOARD OF TRUSTEES MEMBER,1.00,X,0,0,0
201943529349300639,620481463,REV TIM CAMPBELL,BOARD OF TRUSTEES MEMBER,1.00,X,0,0,0
201943529349300639,620481463,REV THERON SCOTT,BOARD OF TRUSTEES MEMBER,1.00,X,0,0,0
201943529349300639,620481463,CRAIG MAHLER,VP-FINANCIAL AFFAIRS,40.00,X,37539,0,6583
201943529349300639,620481463,J MATTHEW PINSON,PRESIDENT,40.00,X,72911,0,17395
201943529349300639,620481463,GREG KETTEMAN,VP STRATEGIC INITIATIVES,40.00,X,60040,0,1837
201943529349300639,620481463,JON FORLINES,VP STUDENT SERVICES/ DEAN,40.00,X,44803,0,5370
201943529349300639,620481463,DAVID WILLIFORD,VP-INSTITUTIONAL ADVANCEME,40.00,X,34466,0,12103
201943529349300639,620481463,MATTHEW BRACEY,VICE PROVOST,40.00,X,54269,0,11212
201943529349300639,620481463,KEVIN HESTER,VP INSTITUTIONAL EFFECTIVE,40.00,X,72222,0,19606
201943529349300639,620481463,MATTHEW MCAFFEE,PROVOST,40.00,X,32717,0,6345
201913439349300841,620548913,CLINTON FOX,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,DR ARMY DANIEL,TRUSTEE/EXEC. COMMITTEE,1.00,X,0,0,0
201913439349300841,620548913,DR BROCK MARTIN,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,DR E RAY MORRIS,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,DR ED PERKINS,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,DR NANCY BEAN,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,JUDGE BEN H CANTRELL,CHAIR/EXEC. COMMITTEE,1.00,X,X,0,0,0
201913439349300841,620548913,LINDA C INGRAM,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,MR CHARLES GARRETT,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,MR CHESTER DICKSON,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,MR JEFFREY D AMREIN,SECRETARY/EXEC. COMMITTEE,1.00,X,X,0,0,0
201913439349300841,620548913,MR KENNETH D QUINTON,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,MR ROBERT LOW,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,MR SCOTT CONGER,TRUSTEE/EXEC. COMMITTEE,1.00,X,0,0,0
201913439349300841,620548913,MR STEVE R PERRYMAN,TRUSTEE/EXEC. COMMITTEE,1.00,X,0,0,0
201913439349300841,620548913,MR TOMMY SURBER,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,MR WILLIAM DOBBINS,VICE CHAIR/EXEC. COMMITTEE,1.00,X,X,0,0,0
201913439349300841,620548913,MS DEWANA LATIMER,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,MS LISA R COLE,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,REV ELTON C HALL SR,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,REV NANCY MCSPADDEN,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,REV ROBERT TRUITT,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,REV ROBERT WATKINS,TRUSTEE,1.00,X,0,0,0
201913439349300841,620548913,DAVID W HUSS,VP OF FINANCE/CFO,40.00,X,167880,0,21201
201913439349300841,620548913,WALTER G BUTLER,PRESIDENT,40.00,X,195127,0,20599
201913439349300841,620548913,PHYLLIS K CAMPBELL,CHIEF ACADEMIC OFFICER,40.00,X,214109,0,6158
201913439349300841,620548913,RONALD L DEMING,PROFESSOR OF BUSINESS,40.00,X,108937,0,5998
201913519349300816,750827421,Mark Bailey,President,40.00,0.00,X,X,163623,0,171463
201913519349300816,750827421,Robert Alpert,Board member,1.00,0.00,X,0,0,0
201913519349300816,750827421,J Roderick Clark,Trustees chairman,1.00,0.00,X,0,0,0
201913519349300816,750827421,Joe Hanson,Board member,1.00,0.00,X,0,0,0
201913519349300816,750827421,Tim Kilpatrick,Board member,1.00,0.00,X,0,0,0
201913519349300816,750827421,Robert McCulloch,Board member,1.00,0.00,X,0,0,0
201913519349300816,750827421,Randy Howard,Board member,1.00,0.00,X,0,0,0
201913519349300816,750827421,Michael Redden,Board member,1.00,0.00,X,0,0,0
201913519349300816,750827421,Scott Turpin,Trustees vice chairman,1.00,0.00,X,0,0,0
201913519349300816,750827421,George Underwood III,Board member,1.00,0.00,X,0,0,0
201913519349300816,750827421,Robert Crummie,Board member,0.50,0.00,X,0,0,0
201913519349300816,750827421,Anthony Evans,Board member,0.50,0.00,X,3150,0,0
201913519349300816,750827421,Frank Glover Jr,Board member,0.50,0.00,X,500,0,0
201913519349300816,750827421,Kenneth Horton,Board member,0.50,0.00,X,0,0,0
201913519349300816,750827421,Karl Kurz,Board member,0.50,0.00,X,0,0,0
201913519349300816,750827421,R Laurie Ledbetter,Board member,0.50,0.00,X,0,0,0
201913519349300816,750827421,Luann Van Campen,Board member,0.50,0.00,X,0,0,0
201913519349300816,750827421,Norman Miller,Board member,0.50,0.00,X,0,0,0
201913519349300816,750827421,Larry Moody,Regent chairman,0.50,0.00,X,0,0,0
201913519349300816,750827421,Robert Murchison,Board Incorp Member chairman,0.50,0.00,X,0,0,0
201913519349300816,750827421,Tom Nelson,Board member,0.50,0.00,X,0,0,0
201913519349300816,750827421,Susan Perlman,Board member,0.50,0.00,X,0,0,0
201913519349300816,750827421,Dennis Rainey,Regent vice chairman,0.50,0.00,X,0,0,0
201913519349300816,750827421,Imad Shehadeh,Board member,0.50,0.00,X,0,0,0
201913519349300816,750827421,Cindy Brinker Simmons,Board member,0.50,0.00,X,0,0,0
201913519349300816,750827421,David Stevens,Board Incorp Member vice chai,0.50,0.00,X,0,0,0
201913519349300816,750827421,Grant Switzer,Board Member,1.00,0.00,X,0,0,0
201913519349300816,750827421,Stuart Weber,Board member,0.50,0.00,X,0,0,0
201913519349300816,750827421,Kathy Wills Wright,Board member,0.50,0.00,X,0,0,0
201913519349300816,750827421,Stephen Golding,Board memberFormer Pres DSF,1.00,40.00,X,0,13203,4555
201913519349300816,750827421,Dale Larson,TreasurerVP Business & Finan,40.00,0.00,X,165304,0,18638
201913519349300816,750827421,Robert Riggs,SecretaryVP Operations,40.00,0.00,X,137511,0,22006
201913519349300816,750827421,Mark Yarbrough,VP Academic Affairs Academic,40.00,0.00,X,189019,0,23882
201913519349300816,750827421,Glenn Kreider,Prof Theological Studies,40.00,0.00,X,151728,0,18778
201913519349300816,750827421,Kim Till,VP Advancement,40.00,0.00,X,144444,0,17963
201913519349300816,750827421,Michael Burer,Associate Professor New Testa,40.00,0.00,X,124114,0,20673
201913519349300816,750827421,Greg Hatteburg,Dean EnrollmentAlumni Svc,40.00,0.00,X,123482,0,14170
201913519349300816,750827421,John Hannah,Prof Historical Theology,40.00,0.00,X,114505,0,5792
201913519349300816,750827421,Darrell Bock,ProfExec Dir Cultural Engag,40.00,0.00,X,113096,0,16405
201923169349305522,562454734,Phil Foley,Treasurer,8,X,1000,0,0
201923169349305522,562454734,Cliff McManis,Board Secretary,8,X,8706,0,0
201923169349305522,562454734,Tony Sanelli,Board Chairman,8,0,X,0,0,0
201923169349305522,562454734,Ryan Rippee,President/CEO,40,X,7149,0,0
201923169349305522,562454734,Todd Bolton,Dean of Students,40,0,X,X,82950,0,0
201923169349305522,562454734,Derek Brown,Academic Dean,20,0,X,6480,0,0
201912979349300626,631222148,J C ENLOW,EXECUTIVE DIRECTOR,40.00,X,X,52535,0,0
201912979349300626,631222148,ROY N BELL JR,DIRECTOR,1.00,X,0,0,0
201912979349300626,631222148,PAUL MORRIS,DIRECTOR,1.00,X,0,0,0
201912979349300626,631222148,WILLIAM COLE,SECRETARY,1.00,X,X,0,0,0
201912979349300626,631222148,GLYN HUGHES,DIRECTOR,1.00,X,0,0,0
201912979349300626,631222148,DOYLE WHITLOW,DIRECTOR,1.00,X,0,0,0
201912979349300626,631222148,PERCELL DUCKETT,DIRECTOR,1.00,X,0,0,0
201912979349300626,631222148,RAY ROBINSON,DIRECTOR,1.00,X,0,0,0
201912979349300626,631222148,ROBERT JOHNSON,DIRECTOR,1.00,X,0,0,0
201912979349300626,631222148,STANLEY WATSON,DIRECTOR,1.00,X,0,0,0
201912979349300626,631222148,DANNY CASH,CHAIRMAN,1.00,X,X,0,0,0
201912979349300626,631222148,WILLIAM COLBURN,DIRECTOR,1.00,X,0,0,0
201912979349300626,631222148,TRAVIS CRAFT,DIRECTOR,1.00,X,0,0,0
